prov_id,location_id,muni_name,party_acronym_original,party_acronym,political_party_slug,political_party_long_name,color,color_hex,seats_available,party_seats,rank,color_string,show
03,03061,Daya Nueva,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,9,4,1,cs_pp_psoe,FALSE
03,03061,Daya Nueva,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,3,2,cs_pp_psoe,FALSE
03,03061,Daya Nueva,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,2,3,cs_pp_psoe,FALSE
07,07004,Algaida,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,4,2,mes-apib_pp_psoe,TRUE
03,03062,Daya Vieja,Compromís Municipal,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,7,4,1,compromis_cs,FALSE
03,03062,Daya Vieja,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,7,3,2,compromis_cs,FALSE
07,07004,Algaida,MÉS-APIB,MÉS-APIB,mes-apib,MÉS PER MALLORCA-APIB,mes-apib,#C3CB27,13,3,3,mes-apib_pp_psoe,TRUE
41,41008,Algámitas,PSOE-A,PSOE-A,psoe-a,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,psoe,#e70000,9,5,1,otro-2_psoe,TRUE
41,41008,Algámitas,UxA,UxA,NA,NA,otro-2,#6C7D9A,9,4,2,otro-2_psoe,TRUE
46,46028,Algar de Palancia,JPA,JP,jp,JUNTS PER ALGAR,otro-5,#6c9a72,7,3,1,otro-5_pp_psoe,TRUE
46,46028,Algar de Palancia,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,2,2,otro-5_pp_psoe,TRUE
46,46028,Algar de Palancia,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,2,3,otro-5_pp_psoe,TRUE
11,11004,Algeciras,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,27,13,1,adelante_cs_pp_psoe_vox,TRUE
03,03064,Dolores,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,8,1,cs_pp_psoe,FALSE
03,03064,Dolores,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,3,2,cs_pp_psoe,FALSE
03,03064,Dolores,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,13,2,3,cs_pp_psoe,FALSE
11,11004,Algeciras,P.S.O.E.-A,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,27,8,2,adelante_cs_pp_psoe_vox,TRUE
03,03065,Elche/Elx,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,27,12,1,compromis_cs_pp_psoe_vox,FALSE
03,03065,Elche/Elx,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,27,9,2,compromis_cs_pp_psoe_vox,FALSE
03,03065,Elche/Elx,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,27,2,3,compromis_cs_pp_psoe_vox,FALSE
03,03065,Elche/Elx,COMPROMÍS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,27,2,4,compromis_cs_pp_psoe_vox,FALSE
03,03065,Elche/Elx,VOX,VOX,vox,VOX,vox,#36C725,27,2,5,compromis_cs_pp_psoe_vox,FALSE
11,11004,Algeciras,ADELANTE,ADELANTE,adelante,ADELANTE ANDALUCÍA,adelante,#1FBF83,27,2,3,adelante_cs_pp_psoe_vox,TRUE
03,03066,Elda,PSOE,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,25,13,1,cs_iu_pp_psoe_vox,FALSE
03,03066,Elda,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,25,5,2,cs_iu_pp_psoe_vox,FALSE
03,03066,Elda,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,25,5,3,cs_iu_pp_psoe_vox,FALSE
03,03066,Elda,VOX,VOX,vox,VOX,vox,#36C725,25,1,4,cs_iu_pp_psoe_vox,FALSE
03,03066,Elda,EUPV:SE,EUPV,eupv,ESQUERRA UNIDA,iu,#00973D,25,1,5,cs_iu_pp_psoe_vox,FALSE
11,11004,Algeciras,VOX,VOX,vox,VOX,vox,#36C725,27,2,4,adelante_cs_pp_psoe_vox,TRUE
03,03067,Facheca,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,5,3,1,pp_psoe,FALSE
03,03067,Facheca,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,5,2,2,pp_psoe,FALSE
11,11004,Algeciras,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,27,2,5,adelante_cs_pp_psoe_vox,TRUE
03,03068,Famorca,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,3,3,1,pp,FALSE
28,28009,Algete,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,21,5,1,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03069,Finestrat,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,10,1,pp_psoe,FALSE
03,03069,Finestrat,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,3,2,pp_psoe,FALSE
28,28009,Algete,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,21,4,2,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03070,Formentera del Segura,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,7,1,pp_psoe,FALSE
03,03070,Formentera del Segura,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,11,4,2,pp_psoe,FALSE
28,28009,Algete,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,21,3,3,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03071,Gata de Gorgos,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,6,1,compromis_pp_psoe,FALSE
03,03071,Gata de Gorgos,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,13,4,2,compromis_pp_psoe,FALSE
03,03071,Gata de Gorgos,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,3,3,compromis_pp_psoe,FALSE
28,28009,Algete,VxA,VxA,vxa,VECINOS POR AYORA,otro-4,#9a6c7d,21,3,4,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03072,Gaianes,COMPROMÍS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,7,4,1,compromis_pp_psoe,FALSE
03,03072,Gaianes,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,2,2,compromis_pp_psoe,FALSE
03,03072,Gaianes,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,3,compromis_pp_psoe,FALSE
28,28009,Algete,USD,USD,NA,NA,otro-2,#6C7D9A,21,2,5,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03073,Gorga,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,6,1,pp_psoe,FALSE
03,03073,Gorga,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,2,pp_psoe,FALSE
28,28009,Algete,UCIN,UCIN,ucin,UNIÓN DE CIUDADANOS INDEPENDIENTES,ucin,#009C47,21,2,6,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03074,Granja de Rocamora,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,11,5,1,cs_pp_psoe,FALSE
03,03074,Granja de Rocamora,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,4,2,cs_pp_psoe,FALSE
03,03074,Granja de Rocamora,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,11,2,3,cs_pp_psoe,FALSE
28,28009,Algete,VOX,VOX,vox,VOX,vox,#36C725,21,2,7,cs_otro-2_otro-3_pp_psoe_ucin_vox,TRUE
03,03075,"Castell de Guadalest, el",Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,5,4,1,cs_pp,FALSE
03,03075,"Castell de Guadalest, el",PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,5,1,2,cs_pp,FALSE
46,46030,Algimia de Alfara,AEM,AEM,aem,ALGIMIA EN MOVIMENT,otro-3,#6c9a89,9,5,1,otro-3_psoe,TRUE
03,03076,Guardamar del Segura,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,17,11,1,cs_iu_pp_psoe,FALSE
03,03076,Guardamar del Segura,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,17,4,2,cs_iu_pp_psoe,FALSE
03,03076,Guardamar del Segura,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,17,1,3,cs_iu_pp_psoe,FALSE
03,03076,Guardamar del Segura,EUPV:SE,EUPV,eupv,ESQUERRA UNIDA,iu,#00973D,17,1,4,cs_iu_pp_psoe,FALSE
46,46030,Algimia de Alfara,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,4,2,otro-3_psoe,TRUE
46,46031,Alginet,S d´A,SDA,sda,SOCIALISTES D´ALGINET,otro-4,#9a6c7d,17,7,1,compromis_otro-4_otro-5_podemos_pp_psoe,TRUE
46,46031,Alginet,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,17,4,2,compromis_otro-4_otro-5_podemos_pp_psoe,TRUE
46,46031,Alginet,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,17,2,3,compromis_otro-4_otro-5_podemos_pp_psoe,TRUE
46,46031,Alginet,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,17,2,4,compromis_otro-4_otro-5_podemos_pp_psoe,TRUE
03,03078,Hondón de los Frailes,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,7,1,pp_psoe,FALSE
03,03078,Hondón de los Frailes,PSOE,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,2,2,pp_psoe,FALSE
46,46031,Alginet,PODEM-EUPV,PODEM-EUPV,podem-eupv,UNIDES PODEM-ESQUERRA UNIDA,podemos,#7E0C6D,17,1,5,compromis_otro-4_otro-5_podemos_pp_psoe,TRUE
46,46031,Alginet,Gd'Alginet,GENT,gent,GENT D’ALGINET-SOM VALENCIANS,otro-5,#6c9a72,17,1,6,compromis_otro-4_otro-5_podemos_pp_psoe,TRUE
25,25016,Alguaire,IxA-MES-UxA,IND-MES-UXA,ind-mes-uxa,INDEPENDENTS PER ALGUAIRE-MOVIMENT D'ESQUERRES-MES-UXA,ind-c,#ba9500,11,5,1,erc_ind-c_junts,TRUE
25,25016,Alguaire,ERC-AM,ERC-AM,erc-am,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,erc,#f36e22,11,4,2,erc_ind-c_junts,TRUE
25,25016,Alguaire,JxCat-JUNTS,JUNTS,junts,JUNTS PER ALGUAIRE,junts,#e64f80,11,2,3,erc_ind-c_junts,TRUE
30,30007,Alguazas,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,6,1,otro-2_pp_psoe,TRUE
03,03080,Jacarilla,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,5,1,pp_psoe,FALSE
03,03080,Jacarilla,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,4,2,pp_psoe,FALSE
30,30007,Alguazas,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,5,2,otro-2_pp_psoe,TRUE
03,03081,Xaló,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,11,8,1,compromis_pp_psoe,FALSE
03,03081,Xaló,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,2,2,compromis_pp_psoe,FALSE
03,03081,Xaló,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,11,1,3,compromis_pp_psoe,FALSE
30,30007,Alguazas,UxA,UxA,uxa,UNIDAD POR ALGUAZAS,otro-2,#6C7D9A,13,2,3,otro-2_pp_psoe,TRUE
29,29008,Alhaurín el Grande,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,21,11,1,adelante_otro-4_pp_psoe,TRUE
29,29008,Alhaurín el Grande,PSOE-A,PSOE-A,psoe-a,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,psoe,#e70000,21,4,2,adelante_otro-4_pp_psoe,TRUE
29,29008,Alhaurín el Grande,ASALH,ASALH,asalh,ALTERNATIVA SOCIALISTA ALHAURINA,otro-4,#9a6c7d,21,4,3,adelante_otro-4_pp_psoe,TRUE
29,29008,Alhaurín el Grande,ADELANTE,ADELANTE,adelante,ADELANTE ANDALUCÍA,adelante,#1FBF83,21,2,4,adelante_otro-4_pp_psoe,TRUE
25,25017,Alins,En,ENDAVANT,endavant,ENDAVANT VALLFERRERA,endavant,#6C7D9A,7,3,1,endavant_erc_junts,TRUE
25,25017,Alins,JUNTS,JUNTS,junts,JUNTS PER CATALUNYA,junts,#e64f80,7,3,2,endavant_erc_junts,TRUE
25,25017,Alins,ERC / ESQUERRA,ERC-AM,erc-am,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,erc,#f36e22,7,1,3,endavant_erc_junts,TRUE
21,21002,Aljaraque,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,21,7,1,adelante_cs_otro-3_pp_psoe_vox,TRUE
21,21002,Aljaraque,PSOE-A,PSOE-A,psoe-a,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,psoe,#e70000,21,6,2,adelante_cs_otro-3_pp_psoe_vox,TRUE
21,21002,Aljaraque,ADELANTE,ADELANTE,adelante,ADELANTE ANDALUCÍA,adelante,#1FBF83,21,3,3,adelante_cs_otro-3_pp_psoe_vox,TRUE
21,21002,Aljaraque,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,21,3,4,adelante_cs_otro-3_pp_psoe_vox,TRUE
21,21002,Aljaraque,IxH-ALJARAQUE,IxH-ALJARAQUE,NA,NA,otro-3,#6c9a89,21,1,5,adelante_cs_otro-3_pp_psoe_vox,TRUE
21,21002,Aljaraque,VOX,VOX,vox,VOX,vox,#36C725,21,1,6,adelante_cs_otro-3_pp_psoe_vox,TRUE
20,20006,Alkiza,ALKIZAKO ABERTZALE EZKERTIARRAK,ALKIZAKO ABERTZALE EZKERTIARRAK,NA,NA,otro-3,#6c9a89,7,7,1,otro-3,TRUE
33,33001,Allande,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,5,1,otro-3_otro-4_pp_psoe,TRUE
03,03085,Llíber,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,7,1,compromis_pp,FALSE
03,03085,Llíber,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,9,2,2,compromis_pp,FALSE
33,33001,Allande,ALLI,ALLI,NA,NA,otro-3,#6c9a89,9,2,2,otro-3_otro-4_pp_psoe,TRUE
03,03086,Millena,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,5,4,1,pp_psoe,FALSE
03,03086,Millena,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,5,1,2,pp_psoe,FALSE
33,33001,Allande,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,1,3,otro-3_otro-4_pp_psoe,TRUE
03,03088,Monforte del Cid,EUPV:SE,EUPV,eupv,ESQUERRA UNIDA,iu,#00973D,13,9,1,cs_iu_pp_psoe,FALSE
03,03088,Monforte del Cid,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,2,2,cs_iu_pp_psoe,FALSE
03,03088,Monforte del Cid,PSOE,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,1,3,cs_iu_pp_psoe,FALSE
03,03088,Monforte del Cid,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,13,1,4,cs_iu_pp_psoe,FALSE
33,33001,Allande,MxA,MxA,NA,NA,otro-4,#9a6c7d,9,1,4,otro-3_otro-4_pp_psoe,TRUE
44,44021,Allepuz,UxA,UxA,NA,NA,otro-2,#6C7D9A,5,5,1,otro-2,TRUE
33,33002,Aller,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,17,6,1,cs_fac_iu_otro-1_pp_psoe,TRUE
33,33002,Aller,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,17,5,2,cs_fac_iu_otro-1_pp_psoe,TRUE
33,33002,Aller,IU-IAS,IU-IAS,iu-ias,IZQUIERDA UNIDA-IZQUIERDA ASTURIANA,iu,#00973D,17,2,3,cs_fac_iu_otro-1_pp_psoe,TRUE
33,33002,Aller,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,17,2,4,cs_fac_iu_otro-1_pp_psoe,TRUE
33,33002,Aller,FAC,FAC,fac,FORO DE CIUDADANOS,fac,#00478B,17,1,5,cs_fac_iu_otro-1_pp_psoe,TRUE
03,03090,Mutxamel,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,21,7,1,compromis_cs_podemos_pp_psoe_vox,FALSE
03,03090,Mutxamel,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,21,7,2,compromis_cs_podemos_pp_psoe_vox,FALSE
03,03090,Mutxamel,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,21,3,3,compromis_cs_podemos_pp_psoe_vox,FALSE
03,03090,Mutxamel,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,21,2,4,compromis_cs_podemos_pp_psoe_vox,FALSE
03,03090,Mutxamel,PODEM,PODEM,podem,UNIDES PODEM,podemos,#7E0C6D,21,1,5,compromis_cs_podemos_pp_psoe_vox,FALSE
03,03090,Mutxamel,VOX,VOX,vox,VOX,vox,#36C725,21,1,6,compromis_cs_podemos_pp_psoe_vox,FALSE
33,33002,Aller,XUNTES,XUNTES,NA,NA,otro-1,#6C949A,17,1,6,cs_fac_iu_otro-1_pp_psoe,TRUE
03,03091,Murla,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,5,1,pp_psoe,FALSE
03,03091,Murla,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,2,2,pp_psoe,FALSE
31,31011,Allín/Allin,C.I.V.A.,CIVA,ci-allín,COALICIÓN INDEPENDIENTE VALLE DE ALLÍN,otro-3,#6c9a89,7,5,1,otro-2_otro-3,TRUE
03,03092,Muro de Alcoy,COMPROMÍS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,13,4,1,compromis_cs_iu_pp_psoe,FALSE
03,03092,Muro de Alcoy,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,4,2,compromis_cs_iu_pp_psoe,FALSE
03,03092,Muro de Alcoy,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,2,3,compromis_cs_iu_pp_psoe,FALSE
03,03092,Muro de Alcoy,EUPV:SE,EUPV,eupv,ESQUERRA UNIDA,iu,#00973D,13,2,4,compromis_cs_iu_pp_psoe,FALSE
03,03092,Muro de Alcoy,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,13,1,5,compromis_cs_iu_pp_psoe,FALSE
31,31011,Allín/Allin,A.V.A.,AVA,alternativa-allin,ALTERNATIVA ALLIN,otro-2,#6C7D9A,7,2,2,otro-2_otro-3,TRUE
31,31012,Allo,PSN-PSOE,PSN-PSOE,psn-psoe,PARTIDO SOCIALISTA DE NAVARRA-PSOE,psoe,#e70000,7,4,1,otro-4_psoe,TRUE
31,31012,Allo,A.S.A.,ASA,allo-siempre-allo,ALLO SIEMPRE ALLO,otro-2,#6C7D9A,7,3,2,otro-4_psoe,TRUE
44,44022,Alloza,PAR,PAR,par,PARTIDO ARAGONES,par,#ed7714,7,5,1,cs_par_psoe,TRUE
44,44022,Alloza,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,7,1,2,cs_par_psoe,TRUE
44,44022,Alloza,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,1,3,cs_par_psoe,TRUE
25,25019,Almacelles,UxA - JxCAT - JUNTS,UPA-JUNTS,upa-junts,UNITS PER ALMACELLES,junts,#e64f80,13,7,1,amunt_cp_ecp-ecg_erc_junts,TRUE
25,25019,Almacelles,AA,AMUNT,amunt,AMUNT ALMACELLES,amunt,#F5F200,13,2,2,amunt_cp_ecp-ecg_erc_junts,TRUE
03,03094,"Nucia, la",PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,17,13,1,cs_pp_psoe,FALSE
03,03094,"Nucia, la",P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,17,3,2,cs_pp_psoe,FALSE
03,03094,"Nucia, la",Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,17,1,3,cs_pp_psoe,FALSE
25,25019,Almacelles,ERC - AM,ERC-AM,erc-am,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,erc,#f36e22,13,2,3,amunt_cp_ecp-ecg_erc_junts,TRUE
03,03095,Ondara,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,5,1,compromis_cs_pp_psoe,FALSE
03,03095,Ondara,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,4,2,compromis_cs_pp_psoe,FALSE
03,03095,Ondara,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,13,3,3,compromis_cs_pp_psoe,FALSE
03,03095,Ondara,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,13,1,4,compromis_cs_pp_psoe,FALSE
25,25019,Almacelles,AeC-ECG,ECP-ECG,ecp-ecg,ALMACELLES EN COMÚ-EN COMÚ GUANYEM,ecp-ecg,#A22A38,13,1,4,amunt_cp_ecp-ecg_erc_junts,TRUE
03,03096,Onil,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,9,1,podemos_pp_psoe,FALSE
03,03096,Onil,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,3,2,podemos_pp_psoe,FALSE
03,03096,Onil,UNIDES PODEM-EU ONIL,PODEM-EUPV,podem-eupv,UNIDES PODEM-ESQUERRA UNIDA ONIL,podemos,#7E0C6D,13,1,3,podemos_pp_psoe,FALSE
25,25019,Almacelles,CxA - CP,COMP-CP,comp-cp,COMPROMÍS X ALMACELLES-CANDIDATURA DE PROGRÉS,cp,#D20000,13,1,5,amunt_cp_ecp-ecg_erc_junts,TRUE
03,03097,Orba,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,11,7,1,compromis_pp_psoe,FALSE
03,03097,Orba,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,2,2,compromis_pp_psoe,FALSE
03,03097,Orba,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,11,2,3,compromis_pp_psoe,FALSE
13,13011,Almadén,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,9,1,otro-1_pp_psoe,TRUE
03,03098,Orxeta,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,6,1,pp_psoe,FALSE
03,03098,Orxeta,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,2,pp_psoe,FALSE
13,13011,Almadén,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,3,2,otro-1_pp_psoe,TRUE
03,03099,Orihuela,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,25,9,1,cs_podemos_pp_psoe_vox,FALSE
03,03099,Orihuela,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,25,6,2,cs_podemos_pp_psoe_vox,FALSE
03,03099,Orihuela,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,25,5,3,cs_podemos_pp_psoe_vox,FALSE
03,03099,Orihuela,UP,PODEMOS,podemos,UNIDES PODEMOS,podemos,#7E0C6D,25,3,4,cs_podemos_pp_psoe_vox,FALSE
03,03099,Orihuela,VOX,VOX,vox,VOX,vox,#36C725,25,2,5,cs_podemos_pp_psoe_vox,FALSE
13,13011,Almadén,ALSIM- I.U,ALSIM-IU,NA,NA,otro-3,#6c9a89,13,1,3,otro-1_pp_psoe,TRUE
42,42018,Almaluez,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,5,4,1,pp_ppso,TRUE
42,42018,Almaluez,P.P.SO.,PPSO,ppso,PLATAFORMA DEL PUEBLO SORIANO,ppso,#38A6AF,5,1,2,pp_ppso,TRUE
10,10019,Almaraz,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,4,1,otro-1_pp_psoe,TRUE
10,10019,Almaraz,PSOE,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,4,2,otro-1_pp_psoe,TRUE
10,10019,Almaraz,AZACO,AZACO,NA,NA,otro-1,#6C949A,9,1,3,otro-1_pp_psoe,TRUE
49,49007,Almaraz de Duero,AHORA DECIDE,AHORA DECIDE,ahora-decide,AHORA DECIDE,ahora-decide,#A4D700,7,6,1,ahora-decide_pp,TRUE
49,49007,Almaraz de Duero,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,2,ahora-decide_pp,TRUE
46,46032,Almàssera,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,5,1,compromis_cs_otro-1_podemos_pp_psoe,TRUE
46,46032,Almàssera,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,4,2,compromis_cs_otro-1_podemos_pp_psoe,TRUE
46,46032,Almàssera,UNITS,UNITS,units,UNITS PER ALMASSERA,otro-1,#6C949A,13,1,3,compromis_cs_otro-1_podemos_pp_psoe,TRUE
